i,o,d,azimuth,arc,o_area,d_area,grid_dist,o_km_from_sub,d_km_from_sub,crosses_sub,real_flow,weight
117271,104,446,103.06,9.39031,1.48667,1.1571,12.795,0.732807,2.96568,TRUE,18.6768,4.512870100534291e-6
71224,153,4,-70.6163,18.2579,1.19624,0.971957,25.5024,0.603344,10.4104,TRUE,0,8.769926955085206e-7
91398,314,70,150.586,10.0394,1.39732,1.2516,12.0912,7.31635,2.50891,TRUE,0,4.681457297227944e-6
101725,415,71,-102.233,8.36293,0.380204,1.44569,8.90026,0.0395906,0.0375723,TRUE,87.7389,2.1612042754335476e-6
18533,170,349,120.117,2.56679,0.560438,0.917168,3.63546,0.68043,1.1731,TRUE,17.518,6.273147909730414e-6
83835,54,85,75.4921,4.37191,2.12283,3.06446,4.49281,5.54569,3.97504,FALSE,12.9355,6.115210656786749e-5
179182,278,374,136.903,7.28694,2.04678,1.72157,9.81114,8.81062,2.08305,FALSE,3.98674,1.1395704172084888e-5
187417,140,152,79.5976,1.62123,1.20027,2.02065,1.77325,0.0231064,1.64803,FALSE,16.2848,4.0747697794507954e-5
202444,36,398,88.1829,1.81972,1.37207,1.57458,2.21559,2.23179,1.99835,FALSE,10.4182,3.5003381773183254e-5
57586,285,278,-102.322,12.1009,2.24744,2.04678,12.866,1.34476,8.81062,TRUE,0,1.2010809163613148e-5
139916,112,450,73.4436,4.00185,1.2982,1.27784,4.05477,0.00611093,0.485445,TRUE,9.66607,1.7728511381252336e-5
63660,174,428,-102.439,13.0624,0.726381,1.51572,13.8501,1.573,2.07912,TRUE,8.21935,2.5451458978592704e-6
32911,450,325,-121.274,2.96659,1.27784,1.40343,3.65296,0.485445,1.10366,TRUE,8.05554,2.176849883653457e-5
186231,430,146,-98.0062,8.00338,0.855161,2.00477,9.03935,3.16252,1.97923,FALSE,0,6.526926856400604e-6
54883,62,171,76.528,13.4881,1.69933,2.37226,14.0955,5.06904,4.89694,TRUE,0,9.020569425186404e-6
152166,359,302,-65.7539,7.706,1.3117,1.90947,10.8803,2.82781,8.40987,FALSE,23.4002,7.047644340645153e-6
162296,14,301,160.88,3.9894,1.64898,1.24974,4.19689,9.34867,6.04288,FALSE,14.1925,2.1076173096586855e-5
75756,262,447,-128.49,14.6596,3.08878,1.37388,19.2121,7.46226,3.04581,TRUE,9.66264,5.658942085942055e-6
49230,33,115,37.0914,16.617,1.50814,2.23047,23.273,4.00902,2.04891,FALSE,0,2.8725730766481805e-6
179427,304,383,70.7529,10.768,1.70634,0.665325,11.3855,0.987606,0.00315034,TRUE,0,3.092141547905827e-6
148313,211,41,-113.648,14.4642,0.87991,1.61688,16.326,5.83701,2.67068,TRUE,0,2.7284112503500033e-6
167650,219,254,95.4358,5.2943,1.10468,1.33075,6.87004,4.96079,5.59263,FALSE,2.55408,8.077881335613851e-6
119790,266,255,94.0383,4.17688,0.906396,2.49985,5.35988,1.16391,3.81247,FALSE,6.47822,1.751657463105272e-5
41082,51,53,-10.645,6.76182,0.928641,2.26283,7.353,5.05122,4.52608,FALSE,15.352,1.0792395180308805e-5
98606,243,9,-83.688,15.2718,2.18563,2.0817,19.9438,2.61921,1.25878,TRUE,2.20669,5.508904003396853e-6
165471,209,64,-91.6597,17.6084,1.63418,1.52754,21.4329,0.354079,3.2597,TRUE,0,2.8231319529012676e-6
147905,175,441,-87.7408,6.34761,2.4046,1.83109,8.02623,4.56898,0.017710299999999998,TRUE,11.8799,2.070396462980119e-5
56522,453,198,-105.461,9.63589,1.82795,1.85343,9.70585,5.41038,2.04668,TRUE,44.1089,1.117402955574219e-5
21500,129,385,-171.883,2.22205,0.559703,1.08795,2.93137,0.486091,2.36762,FALSE,34.9165,8.92811774000904e-6
69127,256,255,1.39242,3.66781,2.46133,2.49985,4.58206,4.58466,3.81247,FALSE,10.4535,5.6510136094105304e-5
134712,155,168,117.133,2.17108,1.7136,1.01711,3.07405,1.7884,2.55239,FALSE,16.1885,2.4790145256344582e-5
142536,51,31,-119.985,4.52012,0.928641,1.48641,5.48931,5.05122,4.06742,FALSE,0,1.0376051237194392e-5
78469,450,242,66.8022,13.5425,1.27784,1.25847,15.1853,0.485445,0.76142,TRUE,0,3.3197861492728014e-6
27999,106,441,23.0684,7.9786,0.966679,1.83109,11.2164,1.18165,0.017710299999999998,TRUE,34.8641,4.863632816721409e-6
85636,263,9,-100.038,21.1695,2.75451,2.0817,23.2209,7.18264,1.25878,TRUE,0,4.893830593254205e-6
105029,198,444,-139.8,10.302,1.85343,1.45182,14.3073,2.04668,0.860939,FALSE,0,5.88029427979681e-6
128614,79,77,3.45606,2.1489,0.655888,1.59963,2.73821,4.0531,3.65316,FALSE,38.101,1.59319860432688e-5
132991,425,65,-103.7,5.04649,0.521493,1.85623,5.25103,0.00545791,0.121308,TRUE,38.6379,7.657615795405761e-6
204973,199,181,-15.9615,8.03687,2.00988,2.19468,8.05064,2.0354,4.39728,TRUE,21.1613,2.0659022237463285e-5
74415,278,276,-18.3598,1.42478,2.04678,1.02744,1.48076,8.81062,10.2137,FALSE,6.05956,3.642014447904944e-5
128474,172,129,-110.544,6.19554,1.02292,0.559703,6.69553,0.00428781,0.486091,TRUE,12.8136,3.247333353847857e-6
105920,57,155,62.5177,12.5631,1.56687,1.7136,14.843,1.22803,1.7884,TRUE,0,5.638341141953969e-6
131284,392,288,56.9483,1.95443,2.221,1.14456,2.44758,1.67258,0.00525346,TRUE,21.6837,4.0202430993875374e-5
179200,189,242,72.8484,6.17672,2.34756,1.25847,6.33133,3.25767,0.76142,TRUE,8.0763,1.8143895439470855e-5
27475,133,154,138.242,5.27465,1.10109,0.367763,7.05071,1.38857,0.567496,TRUE,5.39787,2.1631826394305813e-6
172010,72,35,-80.057,2.29868,0.812467,1.18783,3.0793,4.04826,2.59025,FALSE,17.1351,1.3710510248067782e-5
61461,85,90,175.404,6.01242,3.06446,1.73222,7.07073,3.97504,1.06682,FALSE,8.71154,2.827684801735487e-5
49994,390,168,8.48121,2.02753,0.918978,1.01711,2.68064,0.696363,2.55239,FALSE,22.5864,1.4321875453906475e-5
173787,435,9,-119.933,8.90311,0.938486,2.0817,10.8208,4.1076,1.25878,TRUE,12.6044,5.5254217392276425e-6
149277,126,368,-135.42,7.02602,0.434154,1.07912,9.5822,1.04551,2.00939,TRUE,0,1.5831068242113067e-6
10939,241,257,23.997,7.67052,1.16337,2.53664,10.7989,2.08987,5.10715,FALSE,11.3645,8.362484503400245e-6
163520,75,276,-118.352,8.74488,1.87882,1.02744,10.4359,2.74865,10.2137,FALSE,8.47544,5.6817580443688865e-6
183599,132,227,68.6005,12.6554,0.753028,1.34559,13.8388,0.00229813,1.31175,TRUE,12.5088,2.346129977138592e-6
66938,218,230,169.438,8.76902,1.38041,1.57041,9.52591,6.43723,1.25456,TRUE,1.89862,7.410560433020401e-6
160432,322,125,61.0324,8.789,2.00078,2.08132,10.5582,3.81077,1.10411,TRUE,8.69892,1.208593452847719e-5
182784,137,430,87.8698,8.04939,1.88054,0.855161,9.75749,2.21907,3.16252,FALSE,0,5.2519698234298245e-6
112296,223,157,-128.141,9.9041,0.932138,2.53252,12.9415,1.66764,3.88314,FALSE,0,6.127275685102478e-6
43827,99,398,-130.141,5.29839,1.04803,1.57458,7.01155,0.00483034,1.99835,FALSE,4.90865,8.865971537372954e-6
14293,202,196,-166.555,2.42546,1.93161,1.92511,3.29905,2.02615,2.1012,FALSE,19.5134,5.00374631424397e-5
33838,198,163,-51.1414,5.55871,1.85343,2.48688,7.75823,2.04668,5.11225,FALSE,11.0693,2.253177884420138e-5
60524,377,26,-51.0552,10.3727,0.751816,1.11083,14.4676,0.921036,8.26656,FALSE,57.8776,1.7985190294445618e-6
148212,9,338,-168.035,7.63933,2.0817,0.48081,10.3159,1.25878,1.48582,TRUE,0,2.990638236077743e-6
54271,285,147,73.1433,4.15909,2.24744,2.72202,4.23616,1.34476,1.81458,TRUE,20.7221,6.18404615474481e-5
185386,345,96,-15.9985,6.71853,0.62956,2.42462,6.72256,0.6395,0.0684013,FALSE,16.6031,8.612707915673704e-6
144046,428,296,31.3376,14.5974,1.51572,2.14162,20.6261,2.07912,0.721778,TRUE,8.03988,3.85329521159866e-6
33784,153,163,7.35237,12.8874,1.19624,2.48688,16.91,0.603344,5.11225,FALSE,7.2607,5.3570859543665124e-6
140765,252,221,113.231,10.2523,2.06265,1.19522,14.4513,1.84921,1.30436,TRUE,2.54511,5.316427833602458e-6
41239,250,254,26.4922,4.59634,1.59183,1.33075,6.4913,1.56047,5.59263,FALSE,29.0464,1.2537272694355639e-5
107844,359,391,152.182,8.7752,1.3117,1.30558,10.3899,2.82781,2.46616,TRUE,7.46277,5.068811965156948e-6
89791,112,259,74.4464,19.0355,1.2982,1.46661,19.2022,0.00611093,3.17178,TRUE,9.26216,2.5425767378784517e-6
203896,114,232,73.1843,6.63493,1.6684,1.32529,6.7612,2.99795,0.867068,TRUE,8.67537,1.2384246290280214e-5
39431,266,437,163.2,1.55719,0.906396,1.07266,1.58327,1.16391,0.335435,TRUE,16.6991,1.6630838741136096e-5
193262,182,175,-8.22735,3.94666,1.96792,2.4046,4.43086,3.93212,4.56898,FALSE,12.5587,4.523638310039396e-5
84660,121,0,-13.5392,0.564537,0.502345,0.674357,0.586913,2.09285,1.52929,FALSE,17.9784,8.813596485415618e-6
156390,164,318,-83.8276,20.4472,1.78883,2.53384,26.6919,2.79482,12.2312,TRUE,0,3.1669994634760556e-6
159919,194,159,-70.6506,5.94828,0.952134,1.83512,8.30666,3.13633,4.66913,FALSE,0,7.818719155624019e-6
70550,30,56,20.9006,4.00061,2.54249,1.78471,5.59793,6.31022,5.02113,FALSE,6.94779,3.328997227679938e-5
129130,30,34,-179.716,1.81305,2.54249,2.26404,2.2461700000000002,6.31022,6.90964,FALSE,16.3665,9.299645557748444e-5
112289,189,182,-167.426,3.81816,2.34756,1.96792,5.17074,3.25767,3.93212,FALSE,12.5415,3.716538215967156e-5
110143,290,87,-100.314,7.92736,2.51167,1.61365,8.68032,1.93567,1.87931,TRUE,21.8313,1.6759625318993265e-5
8901,24,15,-6.08123,3.05193,1.31149,2.01683,3.52894,2.67476,4.5956,FALSE,40.5413,3.334453361594628e-5
18255,261,256,-146.219,2.49277,2.80345,2.46133,3.51485,5.06493,4.58466,FALSE,9.04679,8.735284629204432e-5
178546,139,249,56.605,16.9339,0.502924,1.52047,21.2728,1.06887,2.6571,TRUE,27.3094,8.850122851678579e-7
65983,96,65,-162.102,11.9975,2.42462,1.85623,16.6346,0.0684013,0.121308,TRUE,0,8.374829003310162e-6
120089,122,390,88.8856,4.96414,0.547299,0.918978,6.08242,0.243008,0.696363,TRUE,7.67994,3.2829494617733573e-6
107160,164,157,17.7856,2.42016,1.78883,2.53252,3.35356,2.79482,3.88314,FALSE,5.24956,6.006539516028613e-5
135039,67,66,72.7449,2.01665,2.54402,2.37246,2.06562,4.63756,4.97651,FALSE,25.8719,9.906232402285504e-5
8874,105,100,-167.285,4.7367,1.05872,0.735432,6.42232,0.853946,1.99522,FALSE,13.9463,4.681014733299005e-6
127242,143,222,59.5602,10.8585,0.363411,1.08868,13.2604,0.290582,0.621773,TRUE,77.8199,9.933983422254944e-7
175294,247,242,-142.742,1.02461,1.26248,1.25847,1.43529,1.57093,0.76142,FALSE,13.1092,2.7695072122405916e-5
110899,267,453,-117.123,1.94966,2.46927,1.82795,2.30066,7.3092,5.41038,FALSE,15.094,7.253584559719588e-5
185103,256,439,-42.6542,8.46077,2.46133,0.838168,11.3806,4.58466,3.79747,FALSE,47.717,5.620332709566861e-6
83686,325,68,-149.404,12.7345,1.40343,1.07278,18.0011,1.10366,3.45158,TRUE,17.5952,2.3152624949823047e-6
186207,76,61,-143.937,2.43594,1.75694,0.631792,3.41972,1.37732,2.90308,FALSE,12.7384,1.444718682689214e-5
30330,138,385,-175.885,10.342,1.70384,1.08795,13.2439,0.0365006,2.36762,TRUE,8.20932,4.664009677279266e-6
145566,192,118,-78.7888,9.94528,1.34531,1.94024,13.4116,2.73791,2.02411,FALSE,14.4888,6.426212916562209e-6
88978,39,404,99.4199,15.5142,1.10933,0.836431,20.7208,5.02043,1.32128,TRUE,0,1.1019855326002355e-6
123458,226,347,-133.323,6.95634,1.85914,0.85604,9.39198,0.00723389,0.739255,TRUE,5.8274,5.596496991577941e-6
81072,307,257,94.7595,8.97737,1.05525,2.53664,11.5905,5.19197,5.10715,FALSE,5.30227,7.232685751629033e-6
73540,147,152,175.497,2.26885,2.72202,2.02065,2.66937,1.81458,1.64803,FALSE,10.5951,8.442481337717241e-5
90557,114,214,93.6303,5.34609,1.6684,1.23095,6.84015,2.99795,0.953186,TRUE,7.42058,1.134156945096936e-5
86021,21,73,76.9063,4.76835,1.22852,2.8281,5.01629,8.08202,4.64317,FALSE,33.7011,2.887170991983037e-5
137427,175,358,-128.99,10.6954,2.4046,0.894648,14.0542,4.56898,0.0381405,TRUE,9.25983,4.8380813186244146e-6
123256,76,344,20.7784,5.4844,1.75694,0.800883,7.67118,1.37732,3.0775,TRUE,2.15138,6.955683342313656e-6
68809,20,312,-163.968,4.02553,2.62577,1.37693,5.54341,6.4381,8.26685,FALSE,0,2.6853455254903327e-5
162426,312,375,133.02,6.68852,1.37693,0.739681,9.18492,8.26685,2.83601,FALSE,23.9722,3.7502488104552187e-6
197977,208,215,8.02966,1.97263,1.42226,1.89983,2.59933,0.145462,0.563546,FALSE,13.4251,4.190127674045438e-5
118106,303,55,15.0007,19.2648,1.72993,2.62349,26.4148,3.09956,4.37765,FALSE,0,3.2330677612483474e-6
38782,147,112,-126.521,5.98949,2.72202,1.2982,7.72601,1.81458,0.00611093,TRUE,2.65306,1.734612464584729e-5
192180,331,58,-100.426,15.9988,0.714522,1.69359,17.4801,1.31215,0.0953265,TRUE,32.4159,2.0052579332081332e-6
49627,245,244,74.5085,1.76001,0.875738,1.56793,1.77299,2.32801,3.72546,FALSE,21.2315,2.3069770648427318e-5
189683,57,42,-72.2463,1.31204,1.56687,1.65002,1.82365,1.22803,1.96048,FALSE,9.33499,4.3254745082143894e-5
23885,113,161,-99.7568,9.27095,0.978771,2.81618,10.2173,2.20886,5.33414,FALSE,17.317,8.347654498709556e-6
87767,164,155,-107.611,1.01452,1.78883,1.7136,1.04718,2.79482,1.7884,FALSE,16.6852,5.881306651683052e-5
123485,139,29,-88.2021,11.0432,0.502924,2.01379,13.9124,1.06887,2.14292,TRUE,0,2.321034083491648e-6
147284,140,90,-81.7924,4.93416,1.20027,1.73222,6.53492,0.0231064,1.06682,TRUE,11.0865,1.2189183153279023e-5
26437,418,78,-111.425,8.29682,0.416824,0.879978,9.07571,1.4372,3.26173,FALSE,21.5101,1.3848121824963147e-6
163567,111,4,-115.28,12.7574,1.63083,0.971957,14.6887,2.40755,10.4104,FALSE,0,3.3587579656331235e-6
175483,55,87,166.354,3.18433,2.62349,1.61365,3.30752,4.37765,1.87931,FALSE,15.1464,5.683486686327142e-5
160,255,253,-17.4188,4.32746,2.49985,1.5057,4.44839,3.81247,5.54037,FALSE,11.5982,3.580898428494032e-5
81079,432,157,-160.081,7.09191,0.720339,2.53252,9.89381,4.8589,3.88314,FALSE,3.02355,5.81389961089709e-6
45324,369,99,-90.5654,7.82782,0.435982,1.04803,9.64162,0.0245922,0.00483034,TRUE,123.41,1.5259242158915468e-6
82562,226,155,-105.353,9.46046,1.85914,1.7136,9.55588,0.00723389,1.7884,FALSE,16.3458,1.0823707397755503e-5
149663,187,44,-119.605,20.0967,1.01372,1.61248,24.3427,4.41156,6.76859,TRUE,0,1.3513733091004962e-6
176346,146,152,172.899,6.40401,2.00477,2.02065,7.30031,1.97923,1.64803,FALSE,3.10663,2.0937303975546617e-5
17439,83,95,59.4689,1.94035,0.762189,2.22673,2.36991,2.14194,1.62976,FALSE,8.89139,2.7078870782959842e-5
129994,10,71,73.8347,5.64774,2.22261,1.44569,5.6758,2.19968,0.0375723,TRUE,21.1272,2.3154799693732304e-5
